# Timestamp tx ty tz qx qy qz qw
80 0.789331 2.007133 1.037442 -0.065157 0.065042 0.139280 0.985964
81 0.789414 2.004999 1.037264 -0.065859 0.065574 0.139601 0.985837
82 0.789499 2.002864 1.037089 -0.066560 0.066105 0.139921 0.985709
83 0.789584 2.000730 1.036917 -0.067262 0.066636 0.140241 0.985580
84 0.789671 1.998595 1.036748 -0.067964 0.067167 0.140561 0.985450
85 0.789760 1.996460 1.036582 -0.068665 0.067698 0.140881 0.985320
86 0.789849 1.994325 1.036420 -0.069367 0.068230 0.141200 0.985188
87 0.789940 1.992190 1.036260 -0.070068 0.068760 0.141520 0.985056
88 0.790032 1.990054 1.036104 -0.070770 0.069291 0.141839 0.984922
89 0.790126 1.987918 1.035951 -0.071471 0.069822 0.142159 0.984788
90 0.790221 1.985783 1.035801 -0.072172 0.070353 0.142478 0.984653
91 0.790317 1.983647 1.035654 -0.072873 0.070884 0.142797 0.984517
92 0.790415 1.981511 1.035510 -0.073574 0.071414 0.143116 0.984380
93 0.790514 1.979374 1.035370 -0.074276 0.071945 0.143434 0.984243
94 0.790614 1.977238 1.035232 -0.074977 0.072475 0.143753 0.984104
95 0.790715 1.975101 1.035098 -0.075677 0.073006 0.144072 0.983965
96 0.790818 1.972965 1.034966 -0.076378 0.073536 0.144390 0.983824
97 0.790923 1.970828 1.034838 -0.077079 0.074067 0.144708 0.983683
98 0.791028 1.968691 1.034713 -0.077780 0.074597 0.145026 0.983541
99 0.791135 1.966554 1.034591 -0.078480 0.075127 0.145344 0.983398
100 0.791244 1.964417 1.034472 -0.079181 0.075657 0.145662 0.983254
101 0.791354 1.962279 1.034357 -0.079882 0.076187 0.145980 0.983110
102 0.791465 1.960142 1.034244 -0.080582 0.076717 0.146297 0.982964
103 0.791577 1.958004 1.034135 -0.081282 0.077247 0.146615 0.982817
104 0.791691 1.955867 1.034029 -0.081983 0.077777 0.146932 0.982670
105 0.791807 1.953729 1.033925 -0.082683 0.078307 0.147249 0.982522
106 0.791923 1.951592 1.033825 -0.083383 0.078837 0.147567 0.982373
107 0.792041 1.949454 1.033728 -0.084083 0.079366 0.147883 0.982223
108 0.792161 1.947316 1.033635 -0.084783 0.079896 0.148200 0.982072
109 0.792281 1.945178 1.033544 -0.085483 0.080425 0.148517 0.981920
110 0.792404 1.943040 1.033456 -0.086183 0.080955 0.148834 0.981767
111 0.792527 1.940902 1.033372 -0.086883 0.081484 0.149150 0.981614
112 0.792652 1.938764 1.033290 -0.087582 0.082013 0.149466 0.981460
113 0.792779 1.936626 1.033212 -0.088282 0.082543 0.149782 0.981304
114 0.792906 1.934488 1.033137 -0.088982 0.083072 0.150098 0.981148
115 0.793036 1.932350 1.033065 -0.089681 0.083601 0.150414 0.980991
116 0.793166 1.930212 1.032996 -0.090380 0.084130 0.150730 0.980833
117 0.793298 1.928074 1.032930 -0.091080 0.084659 0.151046 0.980675
118 0.793432 1.925936 1.032867 -0.091779 0.085188 0.151361 0.980515
119 0.793567 1.923798 1.032807 -0.092478 0.085716 0.151676 0.980354
120 0.793703 1.921659 1.032750 -0.093177 0.086245 0.151992 0.980193
121 0.793841 1.919521 1.032697 -0.093876 0.086774 0.152307 0.980031
122 0.793980 1.917383 1.032647 -0.094575 0.087302 0.152622 0.979868
123 0.794120 1.915245 1.032599 -0.095274 0.087831 0.152936 0.979704
124 0.794262 1.913107 1.032555 -0.095972 0.088359 0.153251 0.979539
125 0.794406 1.910969 1.032514 -0.096671 0.088887 0.153566 0.979373
126 0.794550 1.908831 1.032476 -0.097370 0.089416 0.153880 0.979206
127 0.794697 1.906693 1.032441 -0.098068 0.089944 0.154194 0.979039
128 0.794845 1.904555 1.032409 -0.098766 0.090472 0.154508 0.978870
129 0.794994 1.902418 1.032380 -0.099465 0.091000 0.154822 0.978701
130 0.795144 1.900280 1.032355 -0.100163 0.091528 0.155136 0.978531
131 0.795296 1.898142 1.032332 -0.100861 0.092055 0.155450 0.978360
132 0.795450 1.896005 1.032313 -0.101559 0.092583 0.155763 0.978188
133 0.795605 1.893867 1.032296 -0.102257 0.093111 0.156077 0.978015
134 0.795761 1.891730 1.032283 -0.102955 0.093638 0.156390 0.977842
135 0.795919 1.889592 1.032273 -0.103653 0.094166 0.156703 0.977667
136 0.796079 1.887455 1.032265 -0.104350 0.094693 0.157016 0.977492
137 0.796240 1.885318 1.032261 -0.105048 0.095221 0.157329 0.977315
138 0.796402 1.883181 1.032260 -0.105745 0.095748 0.157642 0.977138
139 0.796566 1.881044 1.032262 -0.106443 0.096275 0.157954 0.976960
140 0.796731 1.878907 1.032267 -0.107140 0.096802 0.158267 0.976781
141 0.796898 1.876770 1.032276 -0.107837 0.097329 0.158579 0.976602
142 0.797066 1.874634 1.032287 -0.108534 0.097856 0.158891 0.976421
143 0.797236 1.872497 1.032301 -0.109231 0.098383 0.159203 0.976240
144 0.797407 1.870361 1.032319 -0.109928 0.098909 0.159515 0.976057
145 0.797579 1.868225 1.032339 -0.110625 0.099436 0.159827 0.975874
146 0.797754 1.866089 1.032362 -0.111321 0.099962 0.160138 0.975690
147 0.797929 1.863953 1.032389 -0.112018 0.100489 0.160450 0.975505
148 0.798106 1.861817 1.032419 -0.112715 0.101015 0.160761 0.975319
149 0.798285 1.859682 1.032451 -0.113411 0.101542 0.161072 0.975132
150 0.798465 1.857547 1.032487 -0.114107 0.102068 0.161383 0.974945
151 0.798647 1.855412 1.032526 -0.114803 0.102594 0.161694 0.974756
152 0.798830 1.853277 1.032568 -0.115499 0.103120 0.162005 0.974567
153 0.799015 1.851142 1.032612 -0.116195 0.103646 0.162315 0.974377
154 0.799201 1.849007 1.032660 -0.116891 0.104171 0.162626 0.974186
155 0.799389 1.846873 1.032711 -0.117587 0.104697 0.162936 0.973994
156 0.799578 1.844739 1.032765 -0.118283 0.105223 0.163246 0.973801
157 0.799769 1.842605 1.032822 -0.118978 0.105748 0.163556 0.973607
158 0.799961 1.840471 1.032883 -0.119674 0.106274 0.163866 0.973413
159 0.800155 1.838338 1.032946 -0.120369 0.106799 0.164176 0.973217
160 0.800350 1.836204 1.033012 -0.121064 0.107324 0.164485 0.973021
161 0.800547 1.834071 1.033081 -0.121759 0.107849 0.164795 0.972824
162 0.800745 1.831939 1.033153 -0.122454 0.108375 0.165104 0.972626
163 0.800945 1.829806 1.033229 -0.123149 0.108899 0.165413 0.972427
164 0.801147 1.827674 1.033307 -0.123844 0.109424 0.165722 0.972227
165 0.801350 1.825542 1.033388 -0.124539 0.109949 0.166031 0.972026
166 0.801555 1.823410 1.033473 -0.125233 0.110474 0.166340 0.971825
167 0.801761 1.821279 1.033560 -0.125928 0.110998 0.166648 0.971622
168 0.801968 1.819147 1.033650 -0.126622 0.111523 0.166956 0.971419
169 0.802177 1.817016 1.033744 -0.127317 0.112047 0.167265 0.971215
170 0.802388 1.814886 1.033840 -0.128011 0.112571 0.167573 0.971010
171 0.802601 1.812755 1.033940 -0.128705 0.113096 0.167881 0.970804
172 0.802814 1.810625 1.034042 -0.129399 0.113620 0.168188 0.970597
173 0.803030 1.808496 1.034148 -0.130092 0.114144 0.168496 0.970390
174 0.803247 1.806366 1.034256 -0.130786 0.114667 0.168804 0.970181
175 0.803465 1.804237 1.034368 -0.131480 0.115191 0.169111 0.969972
176 0.803686 1.802109 1.034482 -0.132173 0.115715 0.169418 0.969762
177 0.803907 1.799980 1.034600 -0.132866 0.116238 0.169725 0.969551
178 0.804131 1.797852 1.034720 -0.133559 0.116762 0.170032 0.969339
179 0.804356 1.795724 1.034844 -0.134253 0.117285 0.170339 0.969126
180 0.804582 1.793597 1.034970 -0.134946 0.117808 0.170645 0.968912
181 0.804810 1.791470 1.035100 -0.135638 0.118331 0.170952 0.968698
182 0.805040 1.789343 1.035232 -0.136331 0.118855 0.171258 0.968482
183 0.805271 1.787217 1.035368 -0.137024 0.119377 0.171564 0.968266
184 0.805504 1.785091 1.035506 -0.137716 0.119900 0.171870 0.968049
185 0.805738 1.782965 1.035648 -0.138408 0.120423 0.172176 0.967831
186 0.805974 1.780840 1.035792 -0.139101 0.120946 0.172481 0.967612
187 0.806212 1.778715 1.035940 -0.139793 0.121468 0.172787 0.967392
188 0.806451 1.776590 1.036090 -0.140485 0.121990 0.173092 0.967172
189 0.806692 1.774466 1.036244 -0.141177 0.122513 0.173397 0.966950
190 0.806934 1.772343 1.036400 -0.141868 0.123035 0.173702 0.966728
191 0.807178 1.770219 1.036560 -0.142560 0.123557 0.174007 0.966505
192 0.807424 1.768097 1.036722 -0.143251 0.124079 0.174312 0.966281
193 0.807671 1.765974 1.036887 -0.143943 0.124601 0.174617 0.966056
194 0.807920 1.763852 1.037056 -0.144634 0.125122 0.174921 0.965830
195 0.808170 1.761731 1.037227 -0.145325 0.125644 0.175225 0.965604
196 0.808422 1.759609 1.037401 -0.146016 0.126165 0.175529 0.965376
197 0.808676 1.757489 1.037578 -0.146707 0.126687 0.175833 0.965148
198 0.808931 1.755368 1.037759 -0.147398 0.127208 0.176137 0.964919
199 0.809188 1.753249 1.037942 -0.148088 0.127729 0.176441 0.964688
200 0.809447 1.751129 1.038128 -0.148778 0.128250 0.176744 0.964458
201 0.809707 1.749010 1.038317 -0.149469 0.128771 0.177047 0.964226
202 0.809969 1.746892 1.038509 -0.150159 0.129292 0.177350 0.963993
203 0.810232 1.744774 1.038704 -0.150849 0.129813 0.177653 0.963760
204 0.810497 1.742656 1.038902 -0.151539 0.130333 0.177956 0.963525
205 0.810764 1.740539 1.039103 -0.152229 0.130854 0.178259 0.963290
206 0.811033 1.738423 1.039307 -0.152918 0.131374 0.178561 0.963054
207 0.811303 1.736307 1.039513 -0.153608 0.131894 0.178864 0.962817
208 0.811574 1.734191 1.039723 -0.154297 0.132414 0.179166 0.962579
209 0.811848 1.732076 1.039936 -0.154986 0.132934 0.179468 0.962340
210 0.812123 1.729962 1.040151 -0.155675 0.133454 0.179770 0.962101
211 0.812399 1.727847 1.040370 -0.156364 0.133974 0.180072 0.961860
212 0.812678 1.725734 1.040591 -0.157053 0.134494 0.180373 0.961619
213 0.812957 1.723621 1.040816 -0.157742 0.135013 0.180675 0.961377
214 0.813239 1.721509 1.041043 -0.158430 0.135533 0.180976 0.961134
215 0.813522 1.719397 1.041273 -0.159119 0.136052 0.181277 0.960890
216 0.813807 1.717285 1.041507 -0.159807 0.136571 0.181578 0.960645
217 0.814094 1.715175 1.041743 -0.160495 0.137090 0.181878 0.960400
218 0.814382 1.713064 1.041982 -0.161183 0.137609 0.182179 0.960153
219 0.814672 1.710955 1.042223 -0.161871 0.138128 0.182479 0.959906
220 0.814964 1.708846 1.042468 -0.162558 0.138646 0.182780 0.959658
221 0.815257 1.706737 1.042716 -0.163246 0.139165 0.183080 0.959409
222 0.815552 1.704629 1.042967 -0.163933 0.139683 0.183380 0.959159
223 0.815849 1.702522 1.043220 -0.164620 0.140202 0.183680 0.958908
224 0.816147 1.700415 1.043477 -0.165307 0.140720 0.183979 0.958657
225 0.816447 1.698309 1.043736 -0.165994 0.141238 0.184279 0.958404
226 0.816749 1.696203 1.043998 -0.166681 0.141756 0.184578 0.958151
227 0.817052 1.694098 1.044263 -0.167368 0.142273 0.184877 0.957897
228 0.817358 1.691994 1.044532 -0.168054 0.142791 0.185176 0.957642
229 0.817664 1.689890 1.044803 -0.168741 0.143309 0.185475 0.957386
230 0.817973 1.687787 1.045076 -0.169427 0.143826 0.185773 0.957130
231 0.818283 1.685684 1.045353 -0.170113 0.144343 0.186072 0.956872
232 0.818595 1.683583 1.045633 -0.170799 0.144860 0.186370 0.956614
233 0.818909 1.681481 1.045915 -0.171484 0.145377 0.186668 0.956354
234 0.819224 1.679381 1.046201 -0.172170 0.145894 0.186966 0.956094
235 0.819541 1.677281 1.046489 -0.172855 0.146411 0.187264 0.955833
236 0.819860 1.675182 1.046780 -0.173541 0.146928 0.187561 0.955571
237 0.820180 1.673083 1.047074 -0.174226 0.147444 0.187859 0.955309
238 0.820502 1.670985 1.047371 -0.174911 0.147960 0.188156 0.955045
239 0.820826 1.668888 1.047670 -0.175595 0.148477 0.188453 0.954781
240 0.821152 1.666791 1.047973 -0.176280 0.148993 0.188750 0.954516
241 0.821479 1.664695 1.048278 -0.176964 0.149509 0.189047 0.954249
242 0.821808 1.662600 1.048587 -0.177649 0.150025 0.189343 0.953982
243 0.822139 1.660506 1.048898 -0.178333 0.150540 0.189640 0.953715
244 0.822471 1.658412 1.049212 -0.179017 0.151056 0.189936 0.953446
245 0.822806 1.656319 1.049529 -0.179701 0.151571 0.190232 0.953176
246 0.823142 1.654226 1.049848 -0.180384 0.152087 0.190528 0.952906
247 0.823479 1.652135 1.050171 -0.181068 0.152602 0.190824 0.952635
248 0.823819 1.650044 1.050496 -0.181751 0.153117 0.191119 0.952363
249 0.824160 1.647954 1.050825 -0.182434 0.153632 0.191415 0.952090
250 0.824503 1.645864 1.051156 -0.183117 0.154146 0.191710 0.951816
251 0.824848 1.643775 1.051490 -0.183800 0.154661 0.192005 0.951542
252 0.825194 1.641687 1.051826 -0.184483 0.155175 0.192300 0.951266
253 0.825542 1.639600 1.052166 -0.185166 0.155690 0.192595 0.950990
254 0.825892 1.637513 1.052508 -0.185848 0.156204 0.192889 0.950713
255 0.826244 1.635428 1.052854 -0.186530 0.156718 0.193184 0.950435
256 0.826597 1.633343 1.053202 -0.187212 0.157232 0.193478 0.950156
257 0.826952 1.631258 1.053553 -0.187894 0.157746 0.193772 0.949876
258 0.827309 1.629175 1.053906 -0.188576 0.158259 0.194066 0.949596
259 0.827668 1.627092 1.054263 -0.189257 0.158773 0.194359 0.949314
260 0.828028 1.625010 1.054622 -0.189939 0.159286 0.194653 0.949032
261 0.828390 1.622929 1.054984 -0.190620 0.159799 0.194946 0.948749
262 0.828754 1.620849 1.055349 -0.191301 0.160312 0.195239 0.948465
263 0.829120 1.618769 1.055717 -0.191982 0.160825 0.195532 0.948180
264 0.829488 1.616691 1.056087 -0.192662 0.161338 0.195825 0.947894
265 0.829857 1.614613 1.056461 -0.193343 0.161851 0.196118 0.947608
266 0.830228 1.612536 1.056837 -0.194023 0.162363 0.196410 0.947321
267 0.830601 1.610460 1.057216 -0.194703 0.162875 0.196703 0.947032
268 0.830975 1.608384 1.057598 -0.195383 0.163388 0.196995 0.946743
269 0.831352 1.606310 1.057982 -0.196063 0.163900 0.197287 0.946453
270 0.831730 1.604236 1.058369 -0.196743 0.164412 0.197578 0.946163
271 0.832110 1.602163 1.058759 -0.197422 0.164923 0.197870 0.945871
272 0.832491 1.600091 1.059152 -0.198102 0.165435 0.198161 0.945579
273 0.832875 1.598020 1.059548 -0.198781 0.165946 0.198453 0.945285
274 0.833260 1.595949 1.059946 -0.199460 0.166458 0.198744 0.944991
275 0.833647 1.593880 1.060347 -0.200138 0.166969 0.199035 0.944696
276 0.834036 1.591811 1.060751 -0.200817 0.167480 0.199325 0.944401
277 0.834427 1.589744 1.061158 -0.201495 0.167991 0.199616 0.944104
278 0.834819 1.587677 1.061567 -0.202173 0.168501 0.199906 0.943806
279 0.835213 1.585611 1.061979 -0.202851 0.169012 0.200196 0.943508
280 0.835609 1.583546 1.062394 -0.203529 0.169522 0.200486 0.943209
281 0.836007 1.581482 1.062812 -0.204207 0.170033 0.200776 0.942909
282 0.836407 1.579419 1.063233 -0.204884 0.170543 0.201066 0.942608
283 0.836808 1.577356 1.063656 -0.205562 0.171053 0.201355 0.942306
284 0.837212 1.575295 1.064082 -0.206239 0.171562 0.201644 0.942004
285 0.837617 1.573235 1.064510 -0.206916 0.172072 0.201934 0.941701
286 0.838024 1.571175 1.064942 -0.207593 0.172582 0.202222 0.941396
287 0.838432 1.569116 1.065376 -0.208269 0.173091 0.202511 0.941091
288 0.838843 1.567059 1.065813 -0.208946 0.173600 0.202800 0.940785
289 0.839255 1.565002 1.066252 -0.209622 0.174109 0.203088 0.940479
290 0.839669 1.562946 1.066694 -0.210298 0.174618 0.203376 0.940171
291 0.840085 1.560891 1.067140 -0.210974 0.175127 0.203664 0.939863
292 0.840503 1.558838 1.067587 -0.211649 0.175635 0.203952 0.939553
293 0.840923 1.556785 1.068038 -0.212325 0.176144 0.204240 0.939243
294 0.841344 1.554733 1.068491 -0.213000 0.176652 0.204527 0.938932
295 0.841767 1.552682 1.068947 -0.213675 0.177160 0.204814 0.938620
296 0.842192 1.550632 1.069405 -0.214350 0.177668 0.205101 0.938308
297 0.842619 1.548583 1.069866 -0.215024 0.178176 0.205388 0.937994
298 0.843048 1.546535 1.070330 -0.215699 0.178683 0.205675 0.937680
299 0.843479 1.544488 1.070797 -0.216373 0.179191 0.205962 0.937365
300 0.843911 1.542442 1.071266 -0.217047 0.179698 0.206248 0.937049
301 0.844345 1.540397 1.071738 -0.217721 0.180205 0.206534 0.936732
302 0.844782 1.538353 1.072213 -0.218395 0.180712 0.206820 0.936415
303 0.845219 1.536310 1.072690 -0.219068 0.181219 0.207106 0.936096
304 0.845659 1.534268 1.073171 -0.219742 0.181726 0.207392 0.935777
305 0.846101 1.532227 1.073653 -0.220415 0.182232 0.207677 0.935457
306 0.846545 1.530188 1.074139 -0.221088 0.182738 0.207962 0.935136
307 0.846990 1.528149 1.074627 -0.221761 0.183245 0.208247 0.934814
308 0.847437 1.526111 1.075117 -0.222433 0.183751 0.208532 0.934491
309 0.847886 1.524074 1.075611 -0.223105 0.184256 0.208817 0.934168
310 0.848337 1.522039 1.076107 -0.223778 0.184762 0.209101 0.933843
311 0.848790 1.520004 1.076606 -0.224450 0.185268 0.209386 0.933518
312 0.849244 1.517971 1.077107 -0.225121 0.185773 0.209670 0.933192
313 0.849701 1.515938 1.077611 -0.225793 0.186278 0.209954 0.932865
314 0.850159 1.513907 1.078118 -0.226464 0.186783 0.210237 0.932538
315 0.850619 1.511877 1.078627 -0.227135 0.187288 0.210521 0.932209
316 0.851081 1.509847 1.079139 -0.227806 0.187793 0.210804 0.931880
317 0.851545 1.507819 1.079654 -0.228477 0.188297 0.211088 0.931550
318 0.852011 1.505792 1.080171 -0.229147 0.188801 0.211371 0.931219
319 0.852479 1.503766 1.080691 -0.229818 0.189306 0.211653 0.930887
320 0.852948 1.501742 1.081213 -0.230488 0.189810 0.211936 0.930554
321 0.853420 1.499718 1.081738 -0.231158 0.190313 0.212218 0.930221
322 0.853893 1.497695 1.082266 -0.231827 0.190817 0.212501 0.929886
323 0.854368 1.495674 1.082796 -0.232497 0.191321 0.212783 0.929551
324 0.854845 1.493653 1.083329 -0.233166 0.191824 0.213065 0.929215
325 0.855324 1.491634 1.083865 -0.233835 0.192327 0.213346 0.928878
326 0.855805 1.489616 1.084403 -0.234504 0.192830 0.213628 0.928541
327 0.856287 1.487599 1.084944 -0.235173 0.193333 0.213909 0.928202
328 0.856772 1.485584 1.085487 -0.235841 0.193835 0.214190 0.927863
329 0.857258 1.483569 1.086033 -0.236509 0.194338 0.214471 0.927523
330 0.857747 1.481555 1.086581 -0.237177 0.194840 0.214752 0.927182
331 0.858237 1.479543 1.087133 -0.237845 0.195342 0.215032 0.926840
332 0.858729 1.477532 1.087686 -0.238513 0.195844 0.215312 0.926497
333 0.859223 1.475522 1.088243 -0.239180 0.196346 0.215593 0.926154
334 0.859719 1.473513 1.088801 -0.239847 0.196847 0.215873 0.925810
335 0.860217 1.471506 1.089363 -0.240514 0.197349 0.216152 0.925464
336 0.860716 1.469499 1.089927 -0.241181 0.197850 0.216432 0.925119
337 0.861218 1.467494 1.090493 -0.241848 0.198351 0.216711 0.924772
338 0.861721 1.465490 1.091063 -0.242514 0.198852 0.216990 0.924424
339 0.862227 1.463487 1.091634 -0.243180 0.199353 0.217269 0.924076
340 0.862734 1.461486 1.092209 -0.243846 0.199853 0.217548 0.923726
341 0.863243 1.459486 1.092785 -0.244512 0.200354 0.217827 0.923376
342 0.863754 1.457486 1.093365 -0.245177 0.200854 0.218105 0.923026
343 0.864267 1.455489 1.093947 -0.245842 0.201354 0.218383 0.922674
344 0.864782 1.453492 1.094531 -0.246507 0.201853 0.218661 0.922321
345 0.865299 1.451496 1.095118 -0.247172 0.202353 0.218939 0.921968
346 0.865817 1.449502 1.095708 -0.247837 0.202853 0.219217 0.921614
347 0.866338 1.447509 1.096300 -0.248501 0.203352 0.219494 0.921259
348 0.866860 1.445518 1.096894 -0.249165 0.203851 0.219771 0.920903
349 0.867385 1.443527 1.097491 -0.249829 0.204350 0.220048 0.920546
350 0.867911 1.441538 1.098091 -0.250493 0.204848 0.220325 0.920189
351 0.868439 1.439550 1.098693 -0.251156 0.205347 0.220602 0.919830
352 0.868970 1.437564 1.099298 -0.251819 0.205845 0.220878 0.919471
353 0.869502 1.435578 1.099905 -0.252482 0.206344 0.221155 0.919111
354 0.870036 1.433594 1.100514 -0.253145 0.206841 0.221431 0.918751
355 0.870572 1.431612 1.101127 -0.253808 0.207339 0.221706 0.918389
356 0.871110 1.429630 1.101741 -0.254470 0.207837 0.221982 0.918027
357 0.871649 1.427650 1.102358 -0.255132 0.208334 0.222257 0.917663
358 0.872191 1.425671 1.102978 -0.255794 0.208832 0.222533 0.917299
359 0.872735 1.423693 1.103600 -0.256455 0.209329 0.222808 0.916934
360 0.873280 1.421717 1.104225 -0.257117 0.209825 0.223083 0.916569
361 0.873828 1.419742 1.104852 -0.257778 0.210322 0.223357 0.916202
362 0.874377 1.417769 1.105481 -0.258439 0.210819 0.223632 0.915835
363 0.874929 1.415796 1.106113 -0.259100 0.211315 0.223906 0.915467
364 0.875482 1.413826 1.106748 -0.259760 0.211811 0.224180 0.915098
365 0.876037 1.411856 1.107385 -0.260420 0.212307 0.224454 0.914728
366 0.876594 1.409888 1.108024 -0.261080 0.212803 0.224727 0.914357
